job_id,job_title,salary_year_avg,company_name,skills,
552322,Associate Director- Data Insights,255829.5,AT&T,sql,
552322,Associate Director- Data Insights,255829.5,AT&T,python,
552322,Associate Director- Data Insights,255829.5,AT&T,r,
552322,Associate Director- Data Insights,255829.5,AT&T,azure,
552322,Associate Director- Data Insights,255829.5,AT&T,databricks,
552322,Associate Director- Data Insights,255829.5,AT&T,aws,
552322,Associate Director- Data Insights,255829.5,AT&T,pandas,
552322,Associate Director- Data Insights,255829.5,AT&T,pyspark,
552322,Associate Director- Data Insights,255829.5,AT&T,jupyter,
552322,Associate Director- Data Insights,255829.5,AT&T,excel,
552322,Associate Director- Data Insights,255829.5,AT&T,tableau,
552322,Associate Director- Data Insights,255829.5,AT&T,power bi,
552322,Associate Director- Data Insights,255829.5,AT&T,powerpoint,
99305,"Data Analyst, Marketing",232423,Pinterest Job Advertisements,hadoop,
99305,"Data Analyst, Marketing",232423,Pinterest Job Advertisements,tableau,
99305,"Data Analyst, Marketing",232423,Pinterest Job Advertisements,r,
99305,"Data Analyst, Marketing",232423,Pinterest Job Advertisements,python,
99305,"Data Analyst, Marketing",232423,Pinterest Job Advertisements,sql,
1021647,Data Analyst (Hybrid/Remote),217000,Uclahealthcareers,sql,
1021647,Data Analyst (Hybrid/Remote),217000,Uclahealthcareers,oracle,
1021647,Data Analyst (Hybrid/Remote),217000,Uclahealthcareers,crystal,
1021647,Data Analyst (Hybrid/Remote),217000,Uclahealthcareers,tableau,
1021647,Data Analyst (Hybrid/Remote),217000,Uclahealthcareers,flow,
168310,Principal Data Analyst (Remote),205000,SmartAsset,gitlab,
168310,Principal Data Analyst (Remote),205000,SmartAsset,numpy,
168310,Principal Data Analyst (Remote),205000,SmartAsset,excel,
168310,Principal Data Analyst (Remote),205000,SmartAsset,tableau,
168310,Principal Data Analyst (Remote),205000,SmartAsset,go,
168310,Principal Data Analyst (Remote),205000,SmartAsset,snowflake,
168310,Principal Data Analyst (Remote),205000,SmartAsset,pandas,
168310,Principal Data Analyst (Remote),205000,SmartAsset,sql,
168310,Principal Data Analyst (Remote),205000,SmartAsset,python,
731368,"Director, Data Analyst - HYBRID",189309,Inclusively,python,
731368,"Director, Data Analyst - HYBRID",189309,Inclusively,sql,
731368,"Director, Data Analyst - HYBRID",189309,Inclusively,snowflake,
731368,"Director, Data Analyst - HYBRID",189309,Inclusively,azure,
731368,"Director, Data Analyst - HYBRID",189309,Inclusively,aws,
731368,"Director, Data Analyst - HYBRID",189309,Inclusively,oracle,
731368,"Director, Data Analyst - HYBRID",189309,Inclusively,tableau,
731368,"Director, Data Analyst - HYBRID",189309,Inclusively,power bi,
731368,"Director, Data Analyst - HYBRID",189309,Inclusively,sap,
731368,"Director, Data Analyst - HYBRID",189309,Inclusively,jira,
731368,"Director, Data Analyst - HYBRID",189309,Inclusively,confluence,
731368,"Director, Data Analyst - HYBRID",189309,Inclusively,bitbucket,
731368,"Director, Data Analyst - HYBRID",189309,Inclusively,atlassian,
731368,"Director, Data Analyst - HYBRID",189309,Inclusively,jenkins,
310660,"Principal Data Analyst, AV Performance Analysis",189000,Motional,atlassian,
310660,"Principal Data Analyst, AV Performance Analysis",189000,Motional,bitbucket,
310660,"Principal Data Analyst, AV Performance Analysis",189000,Motional,confluence,
310660,"Principal Data Analyst, AV Performance Analysis",189000,Motional,jira,
310660,"Principal Data Analyst, AV Performance Analysis",189000,Motional,git,
310660,"Principal Data Analyst, AV Performance Analysis",189000,Motional,sql,
310660,"Principal Data Analyst, AV Performance Analysis",189000,Motional,python,
310660,"Principal Data Analyst, AV Performance Analysis",189000,Motional,r,
1749593,Principal Data Analyst,186000,SmartAsset,python,
1749593,Principal Data Analyst,186000,SmartAsset,sql,
1749593,Principal Data Analyst,186000,SmartAsset,go,
1749593,Principal Data Analyst,186000,SmartAsset,snowflake,
1749593,Principal Data Analyst,186000,SmartAsset,pandas,
1749593,Principal Data Analyst,186000,SmartAsset,numpy,
1749593,Principal Data Analyst,186000,SmartAsset,tableau,
1749593,Principal Data Analyst,186000,SmartAsset,excel,
1749593,Principal Data Analyst,186000,SmartAsset,gitlab,
387860,ERM Data Analyst,184000,Get It Recruit - Information Technology,python,
387860,ERM Data Analyst,184000,Get It Recruit - Information Technology,sql,
387860,ERM Data Analyst,184000,Get It Recruit - Information Technology,r,
